album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
13,1,3QbnMRadaXqmlghaglLAit,End Of The Beginning,spotify:track:3QbnMRadaXqmlghaglLAit,8.23e-05,0.308,0.882,0.0939,0.0949,-4.039,0.0613,123.859,0.168,45,Black Sabbath
13,2,3IKJNHnVZ2bXGjAFBJiUYo,God Is Dead?,spotify:track:3IKJNHnVZ2bXGjAFBJiUYo,0.000193,0.379,0.726,0.00266,0.0578,-4.935,0.0332,120.012,0.178,53,Black Sabbath
13,3,1PZ3DwxBYzuRYXt2fpomfY,Loner,spotify:track:1PZ3DwxBYzuRYXt2fpomfY,0.00103,0.469,0.873,0.00716,0.245,-3.07,0.0291,104.057,0.737,47,Black Sabbath
13,4,4HFRItYjNrcwT6Vbtbk2i4,Zeitgeist,spotify:track:4HFRItYjNrcwT6Vbtbk2i4,0.816,0.484,0.252,0.0399,0.377,-12.774,0.0321,111.917,0.166,45,Black Sabbath
13,5,0BfFxZfRGcf6FOCpZ75tr0,Age Of Reason,spotify:track:0BfFxZfRGcf6FOCpZ75tr0,8.93e-05,0.314,0.827,0.291,0.152,-4.021,0.0441,127.071,0.398,42,Black Sabbath
13,6,21t1bdwV3pEawdK9OhsauX,Live Forever,spotify:track:21t1bdwV3pEawdK9OhsauX,7.27e-06,0.341,0.885,0.0154,0.251,-3.476,0.0375,127.271,0.595,34,Black Sabbath
13,7,3gY381aWseWtDcnanY9n6u,Damaged Soul,spotify:track:3gY381aWseWtDcnanY9n6u,0.00482,0.367,0.751,0.509,0.0935,-4.862,0.0508,135.573,0.36,36,Black Sabbath
13,8,3zjDIbQ3lLWXekq1PBVYM9,Dear Father,spotify:track:3zjDIbQ3lLWXekq1PBVYM9,0.00172,0.416,0.943,0.00241,0.26,-4.313,0.0751,140.017,0.331,33,Black Sabbath
13,9,0Gnx4WTUEUxA6WBETrp3yJ,Methademic,spotify:track:0Gnx4WTUEUxA6WBETrp3yJ,7.26e-05,0.409,0.962,0.021,0.128,-3.713,0.0835,77.021,0.222,33,Black Sabbath
13,10,3I28TfbHcWVhCKxmCIhs9F,Peace Of Mind,spotify:track:3I28TfbHcWVhCKxmCIhs9F,0.00352,0.341,0.817,0.00365,0.118,-3.996,0.0425,131.991,0.523,34,Black Sabbath
13,11,79muBjOf7N6akgrEJuik6R,Pariah,spotify:track:79muBjOf7N6akgrEJuik6R,0.000824,0.482,0.851,0.0265,0.0588,-2.821,0.0295,109.62,0.295,41,Black Sabbath
13,12,0ssM0AZdWKEEaqPTHzwYWl,Dirty Women - Live in Australia / 2013,spotify:track:0ssM0AZdWKEEaqPTHzwYWl,7.18e-05,0.23,0.95,0.0616,0.925,-3.707,0.0739,113.447,0.338,29,Black Sabbath
